#F1	F2	d
MZ22530715	MZ22516906	-0.0047
MZ22530828	MZ22509375	-0.0007
MZ22527816	MZ22522975	-0.0111
MZ22524270	MZ22520529	0.1518
MZ22509074	MZ22501082	0.1147
MZ22530921	MZ22515472	0.0000
MZ22530725	MZ22526187	0.0000
MZ22526731	MZ22507080	0.0000
MZ22516880	MZ22504137	0.2503
MZ22523749	MZ22522960	-0.0052
MZ22527097	MZ22510566	0.8219
MZ22526815	MZ22516778	0.0000
MZ22524047	MZ22511989	0.0000
MZ22527458	MZ22526958	-0.0096
MZ22530421	MZ22509894	0.0000
MZ22519703	MZ22510682	0.3708
MZ22530994	MZ22515507	0.0000
MZ22513317	MZ22503330	0.7343
MZ22522231	MZ22515757	0.6592
MZ22527337	MZ22524011	-0.0000
MZ22526608	MZ22507500	-0.0000
MZ22531219	MZ22509055	-0.0051
MZ22527720	MZ22525810	0.2325
MZ22518258	MZ22519544	0.0489
MZ22514898	MZ22504530	0.8412
MZ22501758	MZ22500102	0.0049
MZ22529156	MZ22517972	0.0930
MZ22510974	MZ22502149	-0.0066
MZ22529378	MZ22512569	0.0000
MZ22528851	MZ22506808	0.0000
MZ22525655	MZ22515486	0.0000
MZ22531086	MZ22501253	-0.0026
MZ22531033	MZ22504999	0.0000
MZ22529131	MZ22526285	-0.0046
MZ22514062	MZ22511762	0.0000
MZ22529459	MZ22500079	0.4316
MZ22529663	MZ22526119	0.0000
MZ22511448	MZ22518583	-0.0000
MZ22529089	MZ22502584	0.2898
MZ22529279	MZ22514289	0.7807
MZ22530354	MZ22525525	0.0000
MZ22520101	MZ22505671	-0.0000
MZ22529022	MZ22512039	-0.0034
MZ22528407	MZ22518434	0.0000
MZ22518696	MZ22514930	0.1132
MZ22517884	MZ22502478	0.0700
MZ22520036	MZ22516986	0.0000
MZ22527713	MZ22516538	0.2761
MZ22530821	MZ22503252	0.0000
MZ22525624	MZ22505217	0.0000
MZ22530136	MZ22512546	0.0000
MZ22529023	MZ22504436	0.0000
MZ22530044	MZ22502090	0.0000
MZ22528677	MZ22520230	0.0688
MZ22530231	MZ22517893	0.0000
MZ22529240	MZ22513055	-0.0006
MZ22529454	MZ22519220	-0.0036
MZ22529067	MZ22501040	-0.0041
MZ22529761	MZ22505904	-0.0060
MZ22524549	MZ22505935	0.0000
MZ22531253	MZ22505334	0.0358
MZ22513812	MZ22504965	0.0664
MZ22530974	MZ22521442	0.0000
MZ22526670	MZ22502090	0.0000
MZ22528969	MZ22509152	0.0000
MZ22524159	MZ22502000	0.1014
MZ22525451	MZ22518415	-0.0164
MZ22527813	MZ22527403	-0.0065
MZ22530554	MZ22507708	-0.0042
MZ22529790	MZ22510716	0.8785
MZ22531084	MZ22518171	0.2295
MZ22529663	MZ22505491	0.0000
MZ22529526	MZ22521340	0.0000
MZ22528452	MZ22507960	0.0000
MZ22530369	MZ22524934	0.0000
MZ22527910	MZ22522507	0.0000
MZ22527029	MZ22501218	-0.0016
MZ22516351	MZ22506078	0.5413
MZ22527687	MZ22512404	-0.0067
MZ22514442	MZ22502568	0.4437
MZ22526018	MZ22511766	-0.0000
MZ22506892	MZ22500144	-0.0162
MZ22527862	MZ22522587	-0.0026
MZ22526607	MZ22505813	-0.0106
MZ22528779	MZ22512340	0.0000
MZ22528004	MZ22505980	-0.0062
MZ22525741	MZ22506881	0.0000
MZ22526840	MZ22524150	0.0000
MZ22525366	MZ22502090	-0.0000
MZ22528456	MZ22522535	0.0000
MZ22523465	MZ22510753	0.0000
MZ22509629	MZ22500870	0.2405
MZ22530582	MZ22502600	0.0178
MZ22525149	MZ22507735	0.6656
MZ22526976	MZ22518170	0.0827
MZ22526137	MZ22510827	0.1137
MZ22531161	MZ22526490	-0.0046
MZ22530069	MZ22511390	0.0000
MZ22529634	MZ22515614	0.0000
MZ22529987	MZ22517618	0.0000
MZ22530454	MZ22509900	-0.0022
MZ22527614	MZ22522432	-0.0082
MZ22530812	MZ22513277	-0.0047
MZ22530832	MZ22527893	0.5186
MZ22529964	MZ22509368	-0.0042
MZ22506647	MZ22501158	0.0000
MZ22527096	MZ22507802	0.0154
MZ22526085	MZ22522096	-0.0000
MZ22511185	MZ22516366	-0.0112
MZ22529192	MZ22527172	-0.0000
MZ22523244	MZ22515537	0.2896
MZ22521237	MZ22509730	0.1358
MZ22530466	MZ22505690	-0.0158
MZ22517344	MZ22506291	0.0000
MZ22528721	MZ22501664	0.5003
MZ22528799	MZ22512359	0.0000
MZ22531128	MZ22506835	0.0000
MZ22527463	MZ22508878	0.0000
MZ22505204	MZ22500169	0.0052
MZ22528418	MZ22503826	-0.0091
MZ22529892	MZ22504450	0.0000
MZ22517259	MZ22514068	-0.0208
MZ22530731	MZ22515277	0.0000
MZ22530517	MZ22513820	0.2603
MZ22529899	MZ22509468	0.0000
MZ22529932	MZ22509112	0.0000
MZ22527769	MZ22519505	-0.0074
MZ22525421	MZ22503266	-0.0104
MZ22529450	MZ22510264	0.0000
MZ22522209	MZ22516326	0.9573
MZ22528742	MZ22519241	0.0000
MZ22530742	MZ22507236	-0.0020
MZ22529699	MZ22519355	0.0000
MZ22531009	MZ22522992	-0.0049
MZ22528694	MZ22509997	0.0000
MZ22530282	MZ22507203	0.0000
MZ22512272	MZ22523279	0.0000
MZ22530822	MZ22504435	-0.0057
MZ22528242	MZ22511308	-0.0040
MZ22526872	MZ22522418	-0.0076
MZ22527128	MZ22516950	0.1554
MZ22520604	MZ22509611	-0.0000
MZ22523364	MZ22514305	-0.0111
MZ22517047	MZ22510807	0.1104
MZ22522684	MZ22503106	-0.0183
MZ22516524	MZ22501599	0.0727
MZ22529995	MZ22519636	0.0000
MZ22521678	MZ22513644	0.3228
MZ22521533	MZ22518174	0.4245
MZ22527570	MZ22514693	0.1573
MZ22530331	MZ22508990	-0.0062
MZ22528754	MZ22513413	0.0000
MZ22524808	MZ22520827	0.0224
MZ22530539	MZ22525635	0.0000
MZ22528284	MZ22520960	0.3984
MZ22523360	MZ22514391	-0.0067
MZ22520313	MZ22506696	0.5567
MZ22530152	MZ22504192	0.0000
MZ22511185	MZ22502944	0.1362
MZ22519936	MZ22512153	0.0841
MZ22511168	MZ22503637	0.5715
MZ22530069	MZ22524662	0.0000
MZ22528848	MZ22504401	0.0000
MZ22523052	MZ22523304	0.1002
MZ22528446	MZ22514283	0.0345
MZ22529998	MZ22524439	0.0000
MZ22530825	MZ22520178	-0.0000
MZ22530935	MZ22512498	-0.0007
MZ22512723	MZ22502864	0.1249
MZ22529945	MZ22522490	0.0000
MZ22526286	MZ22523271	-0.0000
MZ22529042	MZ22501258	0.0581
MZ22529945	MZ22502573	0.0000
MZ22529475	MZ22505148	0.0000
MZ22527423	MZ22509112	0.0000
MZ22527109	MZ22526562	-0.0150
MZ22513537	MZ22505432	0.6857
MZ22524317	MZ22512963	-0.0000
MZ22516937	MZ22503174	0.3443
MZ22523732	MZ22505729	-0.0061
MZ22531246	MZ22503653	0.0000
MZ22529856	MZ22522418	-0.0054
MZ22531187	MZ22508437	0.3508
MZ22529007	MZ22526125	-0.0039
MZ22525174	MZ22503322	0.0002
MZ22531131	MZ22520171	-0.0000
MZ22531220	MZ22519194	0.0000
MZ22523790	MZ22505943	0.5413
MZ22529390	MZ22510632	0.6086
MZ22527376	MZ22509994	0.0000
MZ22529704	MZ22524887	-0.0090
MZ22531137	MZ22513957	-0.0054
MZ22529076	MZ22510732	0.0000
MZ22523151	MZ22501018	-0.0078
MZ22530600	MZ22502567	0.5374
MZ22522037	MZ22516751	0.0000
MZ22510593	MZ22511534	0.0000
MZ22526136	MZ22513668	0.1438
MZ22529468	MZ22512740	0.0000
MZ22530008	MZ22505157	0.0000
MZ22527458	MZ22518609	-0.0059
MZ22522583	MZ22508585	-0.0125
MZ22528548	MZ22503140	0.2145
MZ22528849	MZ22519195	-0.0012
MZ22528296	MZ22507375	0.0000
MZ22523051	MZ22523324	-0.0000
MZ22522259	MZ22519080	0.0000
MZ22518260	MZ22521216	0.0000
MZ22509867	MZ22500238	0.2354
MZ22529282	MZ22515445	-0.0078
MZ22529141	MZ22506427	0.0000
MZ22524928	MZ22514472	0.3350
MZ22531123	MZ22507742	0.2747
MZ22527470	MZ22510362	0.2699
MZ22522349	MZ22507899	0.6004
MZ22519426	MZ22521227	0.0000
MZ22530231	MZ22503441	-0.0139
MZ22528145	MZ22515812	-0.0046
MZ22515524	MZ22505844	0.5825
