F1 	 F2_gene
MZ22530472	MZ22508977
MZ22527548	MZ22503390
MZ22524047	MZ22511989
MZ22527540	MZ22504280
MZ22529919	MZ22500573
MZ22529919	MZ22503728
MZ22526607	MZ22507264
MZ22526607	MZ22505813
MZ22530515	MZ22504022
MZ22530515	MZ22505586
MZ22531174	MZ22502790
MZ22530735	MZ22510072
MZ22530331	MZ22508990
MZ22530331	MZ22507748
MZ22506647	MZ22501158
MZ22522529	MZ22506272
MZ22530064	MZ22508039
MZ22531209	MZ22515239
MZ22531074	MZ22504254
MZ22530151	MZ22503884
MZ22530151	MZ22500976
MZ22530361	MZ22500942
MZ22530361	MZ22511721
MZ22525129	MZ22520630
MZ22512674	MZ22503814
MZ22514099	MZ22501321
MZ22520678	MZ22505934
MZ22508479	MZ22500529
MZ22525543	MZ22524971
MZ22530271	MZ22512040
MZ22511679	MZ22511587
MZ22507926	MZ22504635
MZ22530407	MZ22515268
MZ22523920	MZ22504605
MZ22529536	MZ22510973
MZ22530369	MZ22524934
MZ22530369	MZ22517983
MZ22529823	MZ22514006
MZ22531204	MZ22512462
MZ22531204	MZ22518529
MZ22518344	MZ22505987
MZ22509118	MZ22509111
MZ22530549	MZ22513443
MZ22530715	MZ22516906
MZ22530821	MZ22503252
MZ22530821	MZ22509926
MZ22530726	MZ22508918
MZ22530726	MZ22503190
MZ22529761	MZ22505904
MZ22529873	MZ22517036
MZ22526620	MZ22510443
MZ22529138	MZ22502733
MZ22529138	MZ22502699
MZ22528756	MZ22502720
MZ22523649	MZ22503206
MZ22530094	MZ22501297
MZ22530295	MZ22510403
MZ22530295	MZ22510235
MZ22528724	MZ22515957
MZ22528724	MZ22507401
MZ22525602	MZ22503825
MZ22525602	MZ22517478
MZ22528923	MZ22508885
MZ22529635	MZ22514088
MZ22529772	MZ22519033
MZ22524315	MZ22503652
MZ22530702	MZ22520671
MZ22530702	MZ22507018
MZ22527851	MZ22503783
MZ22530227	MZ22527312
MZ22530227	MZ22501281
MZ22527432	MZ22509307
MZ22529221	MZ22511484
MZ22530692	MZ22512001
MZ22530023	MZ22512915
MZ22530023	MZ22500868
MZ22529428	MZ22506212
MZ22529428	MZ22522044
MZ22530663	MZ22512938
MZ22516889	MZ22525304
MZ22529899	MZ22508525
MZ22529899	MZ22509468
MZ22531233	MZ22518944
MZ22530263	MZ22510706
MZ22530263	MZ22514012
MZ22531089	MZ22521994
MZ22527861	MZ22521948
MZ22530655	MZ22523193
MZ22530655	MZ22503022
MZ22529773	MZ22515666
MZ22529773	MZ22523052
MZ22526403	MZ22502645
MZ22531171	MZ22522425
MZ22531171	MZ22502404
MZ22528625	MZ22509519
MZ22528625	MZ22508240
MZ22531127	MZ22512102
MZ22519294	MZ22509686
MZ22530975	MZ22504278
MZ22530975	MZ22521981
MZ22531214	MZ22513109
MZ22531214	MZ22510317
MZ22530268	MZ22513081
MZ22528909	MZ22513601
MZ22528909	MZ22505102
MZ22527616	MZ22525783
MZ22529721	MZ22513657
MZ22529229	MZ22513253
MZ22529229	MZ22515265
MZ22531163	MZ22517442
MZ22531163	MZ22512176
MZ22530096	MZ22510208
MZ22528754	MZ22503127
MZ22528754	MZ22513413
MZ22528929	MZ22506800
MZ22530345	MZ22510426
MZ22530440	MZ22522196
MZ22530440	MZ22503034
MZ22503100	MZ22517672
MZ22526932	MZ22512051
MZ22530173	MZ22523997
MZ22526306	MZ22509964
MZ22526306	MZ22520743
MZ22528746	MZ22519260
MZ22528746	MZ22525948
MZ22529522	MZ22523805
MZ22529522	MZ22503510
MZ22527679	MZ22505226
MZ22530958	MZ22505766
MZ22530646	MZ22508661
MZ22530291	MZ22518171
MZ22530291	MZ22500758
MZ22520048	MZ22509725
MZ22528891	MZ22502912
MZ22526975	MZ22521456
MZ22526975	MZ22520168
MZ22530415	MZ22523870
MZ22530315	MZ22500173
MZ22530315	MZ22503032
MZ22530933	MZ22505191
MZ22529171	MZ22503468
MZ22526076	MZ22523187
MZ22530764	MZ22501460
MZ22530764	MZ22506656
MZ22529076	MZ22510732
MZ22530400	MZ22501664
MZ22529774	MZ22519300
MZ22527392	MZ22517392
MZ22529768	MZ22507146
MZ22529768	MZ22518877
MZ22529098	MZ22523324
MZ22528313	MZ22515475
MZ22529861	MZ22504019
MZ22530460	MZ22509703
MZ22529544	MZ22520691
MZ22530395	MZ22521240
MZ22530395	MZ22522651
MZ22531226	MZ22507535
MZ22531226	MZ22527451
MZ22500754	MZ22500756
MZ22526017	MZ22507992
MZ22529297	MZ22513226
MZ22529297	MZ22502361
MZ22520632	MZ22511649
MZ22526801	MZ22514968
MZ22529843	MZ22502323
MZ22529587	MZ22507618
MZ22529259	MZ22501207
MZ22528919	MZ22512168
MZ22528919	MZ22500612
MZ22530844	MZ22511994
MZ22526018	MZ22511766
MZ22530496	MZ22502387
MZ22531076	MZ22502387
MZ22531095	MZ22500840
MZ22526956	MZ22518267
MZ22531110	MZ22516231
MZ22531110	MZ22502102
MZ22530326	MZ22501763
MZ22530326	MZ22517636
MZ22531108	MZ22503028
MZ22530363	MZ22525277
MZ22530455	MZ22524156
MZ22530455	MZ22510196
MZ22531130	MZ22500922
MZ22531130	MZ22515303
MZ22530257	MZ22509676
MZ22530257	MZ22506156
MZ22529892	MZ22504450
MZ22524760	MZ22500239
MZ22527934	MZ22517173
MZ22530813	MZ22508753
MZ22530469	MZ22513972
MZ22530469	MZ22518654
MZ22527671	MZ22525551
MZ22523151	MZ22501018
MZ22523151	MZ22514772
MZ22527567	MZ22517686
MZ22527361	MZ22514092
MZ22526204	MZ22505434
MZ22527137	MZ22513872
MZ22518748	MZ22516208
MZ22527720	MZ22525810
MZ22527720	MZ22511305
MZ22512891	MZ22500868
MZ22525583	MZ22510778
MZ22529697	MZ22507464
MZ22527486	MZ22522794
MZ22520595	MZ22523991
MZ22520595	MZ22501415
MZ22527797	MZ22525140
MZ22527614	MZ22522432
MZ22527614	MZ22504417
MZ22531228	MZ22503141
MZ22513157	MZ22518667
MZ22513157	MZ22515552
MZ22530978	MZ22507135
MZ22530188	MZ22515614
MZ22530188	MZ22519970
MZ22528236	MZ22519592
MZ22528236	MZ22505482
MZ22528781	MZ22518119
MZ22528781	MZ22509478
MZ22531212	MZ22516348
MZ22531212	MZ22501554
MZ22526203	MZ22505232
MZ22531084	MZ22518171
MZ22530724	MZ22517274
MZ22530724	MZ22509793
MZ22527458	MZ22518609
MZ22527458	MZ22526958
MZ22527414	MZ22519510
MZ22527414	MZ22524301
MZ22530731	MZ22513779
MZ22530731	MZ22515277
MZ22530725	MZ22512944
MZ22530725	MZ22526187
MZ22521613	MZ22504223
MZ22521613	MZ22502371
MZ22530615	MZ22527395
MZ22530615	MZ22522242
MZ22529855	MZ22507378
MZ22517801	MZ22513178
MZ22531085	MZ22513679
MZ22531085	MZ22509303
MZ22512121	MZ22500403
MZ22506391	MZ22501351
MZ22506391	MZ22501176
MZ22516260	MZ22503883
MZ22530740	MZ22511155
MZ22530740	MZ22507969
MZ22530999	MZ22527117
MZ22530629	MZ22522397
MZ22529460	MZ22526667
MZ22530801	MZ22527396
MZ22531175	MZ22520109
MZ22527233	MZ22521356
MZ22527027	MZ22506212
MZ22527027	MZ22522044
MZ22530924	MZ22522711
MZ22525567	MZ22516756
MZ22531152	MZ22512110
MZ22531024	MZ22515333
MZ22527938	MZ22517390
MZ22528705	MZ22503972
MZ22528705	MZ22504459
MZ22530468	MZ22527602
MZ22530468	MZ22503653
MZ22527345	MZ22507391
MZ22521009	MZ22517337
MZ22529928	MZ22523228
MZ22527292	MZ22504097
MZ22531111	MZ22517249
MZ22531111	MZ22504147
MZ22529034	MZ22501933
MZ22518393	MZ22519199
MZ22512731	MZ22516481
MZ22528172	MZ22503148
MZ22529060	MZ22508475
MZ22529060	MZ22501864
MZ22522583	MZ22508585
MZ22520627	MZ22519479
MZ22520627	MZ22520569
MZ22528466	MZ22520569
MZ22528353	MZ22520569
MZ22529510	MZ22525121
MZ22529510	MZ22500758
MZ22518910	MZ22506628
MZ22518910	MZ22504647
MZ22529079	MZ22513714
MZ22518487	MZ22507046
MZ22530563	MZ22515722
MZ22530563	MZ22516348
MZ22528655	MZ22522687
MZ22528655	MZ22522981
MZ22514725	MZ22515107
MZ22514725	MZ22516289
MZ22528382	MZ22505573
MZ22528382	MZ22507090
MZ22530553	MZ22508554
MZ22530553	MZ22519241
MZ22518350	MZ22516003
MZ22518350	MZ22506152
MZ22523504	MZ22508304
MZ22518612	MZ22514171
MZ22518612	MZ22517950
MZ22523037	MZ22510477
MZ22528095	MZ22508231
MZ22528095	MZ22516504
MZ22525877	MZ22519787
MZ22528028	MZ22504313
MZ22528714	MZ22505668
MZ22530014	MZ22523317
MZ22506072	MZ22512091
MZ22529649	MZ22520977
MZ22529649	MZ22521070
MZ22528287	MZ22513178
MZ22503603	MZ22500314
MZ22529083	MZ22512989
MZ22529083	MZ22507784
MZ22528284	MZ22520960
MZ22529933	MZ22504611
MZ22529933	MZ22503059
MZ22530003	MZ22507093
MZ22528663	MZ22504235
MZ22520975	MZ22511308
MZ22513062	MZ22502934
MZ22529056	MZ22513558
MZ22527960	MZ22511503
MZ22528008	MZ22504449
MZ22527970	MZ22504449
MZ22528712	MZ22511783
MZ22528712	MZ22523972
MZ22514642	MZ22505009
MZ22511067	MZ22500665
MZ22528142	MZ22507761
MZ22519432	MZ22516513
MZ22530654	MZ22505624
MZ22530853	MZ22523487
MZ22530853	MZ22523657
MZ22521644	MZ22504018
MZ22530384	MZ22515711
MZ22530384	MZ22525028
MZ22530100	MZ22505227
MZ22530100	MZ22500688
MZ22529589	MZ22525265
MZ22530832	MZ22527840
MZ22530832	MZ22527893
MZ22529784	MZ22522505
MZ22527975	MZ22500063
MZ22528455	MZ22508835
MZ22528455	MZ22511245
MZ22529995	MZ22507856
MZ22529995	MZ22519636
MZ22529617	MZ22523156
MZ22523825	MZ22504358
MZ22531133	MZ22518613
MZ22531133	MZ22520257
MZ22529239	MZ22518342
MZ22527939	MZ22518371
MZ22512726	MZ22501929
MZ22512726	MZ22514075
MZ22528969	MZ22509152
MZ22529089	MZ22502584
MZ22527051	MZ22516330
MZ22527051	MZ22518353
MZ22528481	MZ22510210
MZ22528481	MZ22501784
MZ22529743	MZ22514896
MZ22526409	MZ22515367
MZ22528885	MZ22515009
MZ22530211	MZ22521781
MZ22530417	MZ22510076
MZ22521382	MZ22518583
MZ22524522	MZ22512816
MZ22530512	MZ22521123
MZ22530512	MZ22516022
MZ22529718	MZ22503138
MZ22530644	MZ22503001
MZ22529605	MZ22522471
MZ22529342	MZ22508180
MZ22528436	MZ22506941
MZ22512467	MZ22500316
MZ22528830	MZ22519384
MZ22512252	MZ22516148
MZ22527949	MZ22515505
MZ22529586	MZ22501052
MZ22528407	MZ22518434
MZ22514135	MZ22519592
MZ22523047	MZ22524007
MZ22529329	MZ22511180
MZ22528979	MZ22522663
MZ22529572	MZ22502085
MZ22529288	MZ22500806
MZ22529288	MZ22501246
MZ22528369	MZ22511328
MZ22529143	MZ22516934
MZ22529030	MZ22500115
MZ22529418	MZ22522743
MZ22528135	MZ22500601
MZ22528135	MZ22505835
MZ22529010	MZ22525596
MZ22530330	MZ22507090
MZ22528875	MZ22517583
MZ22528808	MZ22519383
MZ22529126	MZ22517546
MZ22528293	MZ22501944
MZ22530013	MZ22527323
MZ22530013	MZ22523045
MZ22529396	MZ22524316
MZ22529396	MZ22524407
MZ22529049	MZ22500693
MZ22529258	MZ22503698
MZ22529946	MZ22500902
MZ22529946	MZ22506130
MZ22529387	MZ22517496
MZ22528964	MZ22507287
MZ22528145	MZ22515812
MZ22528836	MZ22508184
MZ22528267	MZ22506864
MZ22529283	MZ22506066
MZ22529283	MZ22502658
MZ22524096	MZ22504778
MZ22528780	MZ22512802
MZ22528780	MZ22503775
MZ22526610	MZ22516871
MZ22526610	MZ22518903
MZ22530499	MZ22503116
MZ22523610	MZ22517464
MZ22528729	MZ22514864
MZ22529534	MZ22502452
MZ22528802	MZ22505217
MZ22528840	MZ22514519
MZ22528493	MZ22502327
MZ22528315	MZ22500967
MZ22530011	MZ22520813
MZ22529077	MZ22501339
MZ22529077	MZ22512973
MZ22528732	MZ22505572
MZ22528732	MZ22515965
MZ22530116	MZ22520964
MZ22528471	MZ22512033
MZ22528938	MZ22503037
MZ22524694	MZ22524482
MZ22528438	MZ22500779
MZ22531004	MZ22527540
MZ22529626	MZ22518115
MZ22528745	MZ22518006
MZ22528297	MZ22503343
MZ22528730	MZ22515532
MZ22528907	MZ22518581
MZ22528883	MZ22501520
MZ22529908	MZ22517894
MZ22529473	MZ22514001
MZ22529526	MZ22521340
MZ22529190	MZ22526349
MZ22528548	MZ22503140
MZ22529384	MZ22507474
MZ22528523	MZ22502495
MZ22529989	MZ22503050
MZ22529147	MZ22529981
MZ22528325	MZ22502086
MZ22528325	MZ22509874
MZ22528764	MZ22504207
MZ22528772	MZ22506837
MZ22528894	MZ22511869
MZ22529948	MZ22500986
MZ22528596	MZ22509535
MZ22530783	MZ22503901
MZ22528418	MZ22503826
MZ22528418	MZ22501086
MZ22529578	MZ22500992
MZ22529081	MZ22519927
MZ22528587	MZ22513630
MZ22530554	MZ22507708
MZ22529881	MZ22520692
MZ22529296	MZ22515766
MZ22530940	MZ22527176
MZ22527176	MZ22505892
MZ22528487	MZ22516446
MZ22528996	MZ22506226
MZ22530835	MZ22513367
MZ22529108	MZ22521019
MZ22528392	MZ22513312
MZ22530373	MZ22522940
MZ22529086	MZ22503606
MZ22529352	MZ22522374
MZ22530078	MZ22510489
MZ22529124	MZ22508244
MZ22529124	MZ22518743
MZ22522502	MZ22508645
MZ22522502	MZ22516921
MZ22529394	MZ22506182
MZ22530156	MZ22515698
MZ22528854	MZ22518769
MZ22528626	MZ22505767
MZ22530825	MZ22520178
MZ22529286	MZ22521810
MZ22528721	MZ22501664
MZ22528741	MZ22530034
MZ22529573	MZ22507383
MZ22529207	MZ22509618
MZ22524975	MZ22502060
MZ22524975	MZ22514880
MZ22529454	MZ22519220
MZ22529454	MZ22527312
MZ22530170	MZ22522192
MZ22524911	MZ22523304
MZ22529206	MZ22511198
MZ22529206	MZ22524021
MZ22528271	MZ22506608
MZ22528185	MZ22507146
MZ22529131	MZ22526285
MZ22529131	MZ22502471
MZ22524572	MZ22518039
MZ22528503	MZ22513529
MZ22527976	MZ22503182
MZ22530073	MZ22512455
MZ22530073	MZ22503138
MZ22529176	MZ22509293
MZ22530399	MZ22515195
MZ22528429	MZ22529217
MZ22528333	MZ22517283
MZ22529231	MZ22510173
MZ22529231	MZ22502494
MZ22530536	MZ22505324
MZ22528668	MZ22500017
MZ22528668	MZ22516932
MZ22528774	MZ22510891
MZ22529459	MZ22500079
MZ22528794	MZ22508726
MZ22528794	MZ22503075
MZ22529856	MZ22522418
MZ22528774	MZ22519517
MZ22528105	MZ22502706
MZ22528105	MZ22515652
MZ22529244	MZ22516566
MZ22529244	MZ22520722
MZ22528993	MZ22510575
MZ22529345	MZ22509609
MZ22530270	MZ22509022
MZ22530179	MZ22509586
MZ22530179	MZ22526711
MZ22529753	MZ22501248
MZ22529753	MZ22513711
MZ22528431	MZ22515149
MZ22528431	MZ22509841
MZ22529127	MZ22519347
MZ22529127	MZ22511983
MZ22529118	MZ22517873
MZ22528689	MZ22509097
MZ22528689	MZ22501393
MZ22529390	MZ22510632
MZ22528079	MZ22506875
MZ22528786	MZ22507352
MZ22528786	MZ22521054
MZ22530548	MZ22515178
MZ22528849	MZ22517763
MZ22528849	MZ22519195
MZ22528810	MZ22504732
MZ22529191	MZ22526118
MZ22529191	MZ22522513
MZ22528452	MZ22507960
MZ22522252	MZ22514609
MZ22522252	MZ22513382
MZ22528602	MZ22501455
MZ22528039	MZ22501390
MZ22528039	MZ22521622
MZ22528303	MZ22511731
MZ22528303	MZ22510900
MZ22528853	MZ22528855
MZ22528855	MZ22512173
MZ22529378	MZ22512569
MZ22529674	MZ22508905
MZ22529674	MZ22519150
MZ22529987	MZ22517618
MZ22530576	MZ22518515
MZ22530576	MZ22502978
MZ22528141	MZ22502978
MZ22529085	MZ22516786
MZ22529085	MZ22502846
MZ22528816	MZ22526816
MZ22529525	MZ22501169
MZ22526221	MZ22522307
MZ22529496	MZ22503464
MZ22530354	MZ22525525
MZ22529468	MZ22512740
MZ22528838	MZ22509586
MZ22530132	MZ22501631
MZ22529151	MZ22509282
MZ22528990	MZ22513264
MZ22529236	MZ22520816
MZ22529003	MZ22522263
MZ22530036	MZ22506534
MZ22530036	MZ22522277
MZ22528180	MZ22509347
MZ22528180	MZ22510778
MZ22528368	MZ22504513
MZ22529682	MZ22507224
MZ22528441	MZ22513591
MZ22529194	MZ22513367
MZ22528331	MZ22514053
MZ22529090	MZ22521840
MZ22528943	MZ22512913
MZ22528687	MZ22501628
MZ22528329	MZ22506500
MZ22530600	MZ22502567
MZ22530600	MZ22505280
MZ22530838	MZ22504218
MZ22530411	MZ22503390
MZ22530627	MZ22509657
MZ22530366	MZ22517340
MZ22530366	MZ22523066
MZ22530729	MZ22507108
MZ22530729	MZ22508074
MZ22529193	MZ22514706
MZ22528522	MZ22500028
MZ22528522	MZ22514398
MZ22528784	MZ22514724
MZ22531153	MZ22503553
MZ22530029	MZ22514366
MZ22530029	MZ22514716
MZ22528998	MZ22511447
MZ22528998	MZ22508576
MZ22530852	MZ22516369
MZ22530852	MZ22502925
MZ22530272	MZ22521434
MZ22530272	MZ22500057
MZ22530001	MZ22508597
MZ22530001	MZ22515565
MZ22529135	MZ22511094
MZ22529593	MZ22523813
MZ22529754	MZ22513972
MZ22529509	MZ22502727
MZ22528235	MZ22502803
MZ22528235	MZ22500655
MZ22529599	MZ22500432
MZ22528765	MZ22500944
MZ22529708	MZ22504274
MZ22528640	MZ22517452
MZ22530918	MZ22504138
MZ22529820	MZ22526115
MZ22530648	MZ22504235
MZ22530238	MZ22506669
MZ22530113	MZ22504716
MZ22530672	MZ22500045
MZ22529607	MZ22511044
MZ22528527	MZ22518979
MZ22528527	MZ22515280
MZ22529371	MZ22500633
MZ22530591	MZ22505120
MZ22530591	MZ22509384
MZ22530949	MZ22525134
MZ22530949	MZ22514477
MZ22529308	MZ22523326
MZ22530635	MZ22516456
MZ22529399	MZ22514371
MZ22529399	MZ22503773
MZ22528268	MZ22506885
MZ22528268	MZ22501215
MZ22528824	MZ22500469
MZ22529569	MZ22520493
MZ22529600	MZ22510975
MZ22530255	MZ22519013
MZ22530255	MZ22519462
MZ22530382	MZ22502527
MZ22530382	MZ22506790
MZ22531243	MZ22512913
MZ22531243	MZ22507500
MZ22530015	MZ22520903
MZ22525867	MZ22500338
MZ22525867	MZ22500180
MZ22530079	MZ22513698
MZ22530079	MZ22508284
MZ22530566	MZ22521761
MZ22530566	MZ22500334
MZ22529529	MZ22516767
MZ22529964	MZ22509437
MZ22529964	MZ22509368
MZ22529117	MZ22506886
MZ22527341	MZ22515021
MZ22531240	MZ22509149
MZ22531240	MZ22521559
MZ22529405	MZ22511054
MZ22530335	MZ22513095
MZ22530335	MZ22503861
MZ22530881	MZ22500800
MZ22529673	MZ22515932
MZ22529673	MZ22500466
MZ22530329	MZ22500960
MZ22530329	MZ22511783
MZ22530746	MZ22505081
MZ22530746	MZ22501109
MZ22531031	MZ22506886
MZ22531031	MZ22505675
MZ22531255	MZ22505429
MZ22531255	MZ22501747
MZ22530182	MZ22526426
MZ22530182	MZ22518721
MZ22529156	MZ22517972
MZ22521978	MZ22519981
MZ22531220	MZ22502052
MZ22531220	MZ22519194
MZ22530157	MZ22508956
MZ22530157	MZ22508737
MZ22530773	MZ22500450
MZ22527563	MZ22517060
MZ22527563	MZ22517981
MZ22529431	MZ22514750
MZ22529431	MZ22516751
MZ22528622	MZ22510516
MZ22529317	MZ22518258
MZ22526178	MZ22519128
